molecule,basis,run_label,distance,mapper,ansatz,reps,optimizer,max_iter,seed,energy,reference_energy,reference_method,abs_error_hartree,abs_error_kcal_mol,within_chemical_accuracy,eval_count,success,error,error_type,num_qubits,num_terms,constant_energy,setup_hamiltonian_s,vqe_execution_s,total_experiment_s
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,efficient_su2,2,slsqp,100,137,-7.85416569303136,-7.854485245675378,CASCI,0.0003195526440178398,0.20052216009499063,True,2664,True,,,6,62,-6.833542095689021,0.20211286800622474,20.639740120997885,20.857119756008615
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,efficient_su2,2,spsa,100,137,-7.76859485158562,-7.854485245675378,CASCI,0.08589039408975818,53.89699530487007,False,200,True,,,6,62,-6.833542095689024,0.20006681499944534,1.4541173000034178,1.6676784360024612
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,uccsd,1,cobyla,100,137,-7.8480197285395015,-7.854485245675378,CASCI,0.0064655171358767305,4.057170192416871,False,100,True,,,6,62,-6.833542095689028,0.23739728100190405,3.846093939995626,4.20827309100423
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,uccsd,1,slsqp,100,137,-7.854460625466598,-7.854485245675378,CASCI,2.4620208780135044e-05,0.015449402591413763,True,155,True,,,6,62,-6.833542095689027,0.16405663899786305,5.872190962996683,6.165160731005017
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,uccsd,1,spsa,100,137,-7.714665706965562,-7.854485245675378,CASCI,0.13981953870981645,87.73801891625821,False,200,True,,,6,62,-6.833542095689028,0.18721950800681952,9.934997363990988,10.257308044005185
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,puccsd,1,cobyla,100,137,-7.854484454666346,-7.854485245675378,CASCI,7.910090324969588e-07,0.0004963652869731341,True,100,True,,,6,62,-6.83354209568902,0.17592210399743635,3.2263553630036768,3.5061365400033537
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,puccsd,1,slsqp,100,137,-7.854485213071418,-7.854485245675378,CASCI,3.260396042037428e-08,2.0459278599428644e-05,True,65,True,,,6,62,-6.833542095689027,0.22504222000134178,1.9458102069911547,2.2755708879994927
LiH,sto-3g,dense_curve_config_search_sto3g,1.7563131313131313,jw,puccsd,1,spsa,100,137,-7.853407747252995,-7.854485245675378,CASCI,0.0010774984223829165,0.6761399575310816,True,200,True,,,6,62,-6.833542095689027,0.16980525699909776,8.061193788002129,8.329180578002706
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,real_amplitudes,1,cobyla,100,137,-7.7713188702338005,-7.799104160148111,CASCI,0.027785289914310063,17.435519488838793,False,100,True,,,6,62,-6.904026774219988,0.16967103000206407,0.7714634779986227,0.947288645998924
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,real_amplitudes,1,slsqp,100,137,-7.7970640872072305,-7.799104160148111,CASCI,0.0020400729408800444,1.2801641310586958,False,800,True,,,6,62,-6.904026774219987,0.18555603400454856,5.117985477001639,5.309520789000089
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,real_amplitudes,1,spsa,100,137,-7.732912720793449,-7.799104160148111,CASCI,0.06619143935466187,41.53572391800452,False,200,True,,,6,62,-6.904026774219987,0.18255024000245612,2.0944458679878153,2.2834293529886054
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,real_amplitudes,2,cobyla,100,137,-7.74142294694899,-7.799104160148111,CASCI,0.05768121319912023,36.19548041336674,False,100,True,,,6,62,-6.904026774219984,0.24372220599616412,0.8708597260119859,1.1221432120073587
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,real_amplitudes,2,slsqp,100,137,-7.797027771053838,-7.799104160148111,CASCI,0.00207638909427299,1.3029528441581497,False,495,True,,,6,62,-6.904026774219984,0.18687862499791663,3.2706813670083648,3.4649487260030583
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,real_amplitudes,2,spsa,100,137,-7.673078741403358,-7.799104160148111,CASCI,0.12602541874475293,79.08208449110117,False,200,True,,,6,62,-6.904026774219985,0.34077846800209954,1.2191488399985246,1.5724452270078473
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,efficient_su2,1,cobyla,100,137,-7.682054923071957,-7.799104160148111,CASCI,0.117049237076154,73.44944970842032,False,100,True,,,6,62,-6.904026774219983,0.19244671799242496,0.8204481769935228,1.0215588490100345
LiH,sto-3g,dense_curve_config_search_sto3g,2.2897727272727275,jw,efficient_su2,1,slsqp,100,137,-7.797063224815057,-7.799104160148111,CASCI,0.002040935333053717,1.280705289909205,False,1002,True,,,6,62,-6.904026774219985,0.17116695499862544,7.6314491759985685,7.810752549994504
